Prompt;Response;Ground Truth
"West Is West
West Is West may refer to:

West Africa
West Africa, also called Western Africa and the West of Africa, is the westernmost subregion of Africa. West Africa has been defined as including 18 countries: Benin, Burkina Faso, the island nation of Cape Verde, Gambia, Ghana, Guinea, Guinea - Bissau, Ivory Coast, Liberia, Mali, Mauritania, Niger, Nigeria, the island of Saint Helena, Senegal, Sierra Leone, São Tomé and Príncipe and Togo. The population of West Africa is estimated at about 362 million people as of 2016...

Roland West
Roland West (February 20, 1885 – March 31, 1952) was a Hollywood film director known for his innovative proto-film noir movies of the 1920s and early 1930s.

Which country the director of film West 32Nd is from?";The United States;American
"Tanedjemet
Tanejemet of Tanedjemy is a King's daughter and King's Wife from the New Kingdom. She is possibly a daughter of Ramesses I and wife of Sety I.

Maathorneferure
Maathorneferure was a daughter of the Hittite king Hattusili III and his wife, Queen Puduhepa. She was the sister of the crown prince Nerikkaili of Hatti and the sister of the later Hittite king Tudhaliya IV.

Ayşe Hatun (wife of Selim I)
Ayşe Hatun (1476–1539) was a daughter of Meñli I Giray.

Who is Iynefer Ii's mother-in-law?";Puduhepa;Meresankh II
"First Love (2010 Nepali film)
First Love is 2010 Nepali romantic movie directed by Simosh Sunuwar starring Aaryan Sigdel, Reecha Sharma, Nisha Adhikari, Karma and Binaya. It is the love story roaming between three close friends two girls.

Aw Aaakare Aa
Subas Das has proved his excellence as a thoughtful filmmaker in his first person narrative debut film Aw Aaakare Aa wherein he has expressed his concern over the flaw full primary education system prevalent in Orissa and many other States of India. However this is the only system of education in rural Orissa.

Mirush
Mirush (""Blodsbånd"") is a Norwegian movie from 2007 directed by Marius Holst. It tells the story of an Albanian boy, Mirush, who travels to Norway is search of his father.

Which film has the director who was born first, En Kvinde Er Overflødig or Aakrosh (2010 Film)?";Aakrosh (2010 Film);En Kvinde Er Overflødig
"Muhammad ibn Ja'far
Muhammad ibn Ja'far( Arabic: محمد بن جعفر) was a companion and relative of the Islamic prophet Muhammad. He was the son of Muhammad's cousin, Ja'far ibn Abu Talib, and of Asma bint Umais. His uncle Ali particularly wished that his daughters should marry Ja'far's sons. In due course, Muhammad ibn Ja'far did marry Ali's daughter Umm Kulthum, who was the widow of his brother Awn. They had no children.

Muhammad ibn Isma'il
Muhammad ibn Ismāʿīl alias Maymūn Al-Qaddāḥ was the son of Isma'il ibn Jafar; he was an Ismāʿīlī Imam. The majority of Ismāʿīlī follow his descendants through his son Wafi Ahmad (Abdullah ibn Mohammad). His descendants further founded the Fatimid Empire, also called the Nizari and Mustaali.

Awn ibn Ja'far
Awn ibn Ja'far was a companion and relative of the Islamic prophet Muhammad. He was born in Abyssinia, the third son of Ja'far ibn Abu Talib and Asma bint Umais. The family returned to Medina in 628. He married his cousin, Umm Kulthum bint Ali, who was a granddaughter of Muhammad. They had no children.

Who is Isma'Il Ibn Ja'Far's paternal grandmother?";Umme Kulthum bint Ali.;Farwah bint al-Qasim
"Melancholia (2008 film)
Melancholia is a 2008 Philippine film directed by Lav Diaz. It won the Horizons prize at the 65th Venice International Film Festival.

Fernando Fragata
Filmmaker Fernando Fragata started his career in Portugal with the short film Love& Alchemy, which won him several International awards for best short film and best director. His other Portuguese films include the romantic comedy Sweet Nightmare and the critically acclaimed action comedy Chasing Life( Pulsação Zero). In 2004 he wrote and directed the mystery crime The Trunk( Sorte Nula), which became the top grossing Portuguese film of that year. Backlight came in 2010 and again broke box office records in his home country.

Lagueria Davis
Lagueria Davis is an American film director, writer and producer. She is best known for his work on the films ""Light in Dark Places"" and ""1 in 3"".

Where was the director of film The 3 Rooms Of Melancholia born?";Lav Diaz - Philippines.;Helsinki
"Wings of Fire (disambiguation)
Wings of Fire is the autobiography of A. P. J. Abdul Kalam. Wings of Fire may also refer to:

Wings of Love (disambiguation)
Wings of Love is a 1976 album by American group The Tempations. Wings of Love may also refer to:

Film manifesto
There have been a number of manifestos related to film. These propose the author/ s feelings and briefing on the how and why of film:

What is the place of birth of the director of film My Country'S Wings?";USA.;Valparaíso
"Pete Bartlett
Pete Bartlett is a record producer and sound engineer from Brighton, who is now based in Salisbury. He is best known for his work with Lush and Therapy ?.

Juan van Emmerloot
Juan van Emmerloot( born 12 November 1965 in Waalwijk) is a drummer, music producer and composer. Juan started playing drums and percussion at the age of 10 at the local music school where he followed lessons of Marius Spikmans. He joined his first band' Penthouse' and played live performances at the age of 13. He continued studying music in school until the age of 17. The next step was intensive musical training at the Rotterdam Conservatory. In that same period artist Rudy DeQueljoe introduced Juan to the Dutch rock/ pop scene and recognized him as a young talented drummer. In addition he was asked to play with Kaz Lux( Brain Box), Julya Lo' Ko, Laura Fygi& Robby Valentine on tours in The Netherlands.

Tony Ashton
Edward Anthony Ashton (1 March 1946 – 28 May 2001) was an English rock pianist, keyboardist, singer, composer, producer and artist.

Where was the keyboardist of Xyz (English Band) born?";Tony Ashton was born in Blackburn, Lancashire, England.;Kingsbury, London
"Where Was I
"" Where Was I?"" may refer to:

The Rider
The Rider may refer to:

Planet of the Apes
Planet of the Apes Created by Pierre Boulle Original work La Planète des singes (1963) Print publications Novel (s) La Planète des singes (1963) Comics List of comics Films and television Film (s) Original series Planet of the Apes (1968) Beneath the Planet of the Apes (1970) Escape from the Planet of the Apes (1971) Conquest of the Planet of the Apes (1972) Battle for the Planet of the Apes (1973) Remake Planet of the Apes (2001) Reboot series Rise of the Planet of the Apes (2011) Dawn of the Planet of the Apes (2014) War for the Planet of the Apes (2017) Television series Planet of the Apes (1974) Return to the Planet of the Apes (1975 -- 1976) Games Video game (s) Planet of the Apes (2001) Revenge of the Apes (2003) Planet of the Apes: Last Frontier (2017)

Where was the place of death of the director of film The Stone Rider?";Canada;Königstein im Taunus
"Prince Gustav of Thurn and Taxis
Prince Gustav Franz Maria of Thurn and Taxis, full German name:"" Gustav Franz Maria, Prinz von Thurn und Taxis""( 22 August 1888, Dresden, Kingdom of Saxony – 30 April 1919, Munich, Bavarian Soviet Republic), was a member of the House of Thurn and Taxis and a Prince of Thurn and Taxis by birth. As a member of the Thule Society, Gustav was killed by the Bavarian Soviet Republic government during the German Revolution of 1918 – 19.

Maximilian Anton, Hereditary Prince of Thurn and Taxis
"" Maximilian Anton Lamoral"", Hereditary Prince of Thurn and Taxis, full German name:"" Maximilian Anton Lamoral Erbprinz von Thurn und Taxis""( 28 September 1831 – 26 June 1867) was the Hereditary Prince of Thurn and Taxis from birth until his death in 1867.

Prince Victor of Thurn and Taxis
Prince"" Victor"" of Thurn and Taxis( 18 January 1876, Ecska – 28 January 1928, Vienna, Austria) was a member of the Princely House of Thurn and Taxis and a Prince of Thurn and Taxis.

When did Prince Gustav Of Thurn And Taxis (1848–1914)'s father die?";1867.;10 November 1871
"Silent Scream
Silent Scream or Silent Screams may refer to:

Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Silent Bloodnight
Silent Bloodnight is a 2006 horror film written, directed and produced by Stefan Peczelt and Elmar Weihsmann.

Which film was released more recently, A Scream From Silence or Das Spielzeug Von Paris?";Das Spielzeug Von Paris.;A Scream From Silence
"Elizabeth of Denmark
Elizabeth of Denmark

Elizabeth Charlotte of the Palatinate, Electress of Brandenburg
Elisabeth Charlotte of the Palatinate (19 November 1597 – 26 April 1660) was an Electress consort of Brandenburg as the wife of George William, Elector of Brandenburg and Duke of Prussia, and the mother of Frederick William of Brandenburg, the ""Great Elector"".

Anne Catherine of Brandenburg
Anne Catherine of Brandenburg (26 June 1575 – 8 April 1612) was queen-consort of Denmark and Norway from 1597 to 1612 as the first spouse of King Christian IV of Denmark.

Where was the mother of Elizabeth Of Denmark, Electress Of Brandenburg born?";Anne Catherine of Brandenburg was born in Halle, Germany.;Torgau
"Scott Mann (director)
Scott Mann is a British film director originally from Newton Aycliffe, County Durham and now living in Los Angeles.

Gareth Unwin
Gareth Ellis-Unwin (born Gareth Unwin, 20 February 1972) is a British film producer best known for producing the 2010 film ""The King's Speech"", for which he won an Academy Award for Best Picture. He is also the co-founder and CEO of Bedlam Productions.

Wohin?
Wohin? is a 1988 German drama film directed by Herbert Achternbusch. It was entered into the 38th Berlin International Film Festival.

Where was the director of film Aylwin (Film) born?";Newton Aycliffe;Weston-super-Mare, Somerset
"Siemowit III, Duke of Masovia
Siemowit III of Masovia( his name also rendered Ziemowit; – 1381) was a prince of Masovia and a co-regent( with his brother Casimir I of Warsaw) of the lands of Warsaw, Czersk, Rawa, Gostynin and other parts of Masovia.

Siemowit I of Masovia
Siemowit I of Masovia( c. 1224/28 – 23 June 1262), was a Polish prince member of the House of Piast, Duke of Czersk during 1247- 1248, Duke of Masovia( except Dobrzy ń) during 1248- 1262, ruler over Sieradz during 1259- 1260. He was the sixth son of Konrad I of Masovia and his wife Agafia of Rus. He was named after his older brother Siemowit, who died young in 1224.

Siemowit IV, Duke of Masovia
Siemowit IV (Ziemowit IV), also known as Siemowit IV the Younger (pl: "" Siemowit IV Młodszy""; ca. 1353/1356 – 21 January 1426) , was a Polish prince member of the House of Piast from the Masovian branch, from 1373/74 Duke of Rawa, and after the division of the paternal inheritance between him and his brother in 1381, ruler over Rawa, Płock, Sochaczew, Gostynin, Płońsk and Wizna, since 1386 hereditary Polish vassal, since 1388 ruler over Belz, during 1382–1401 he lost Wizna and during 1384–1399 and 1407–1411 he lost Zawkrze, during 1384–1399 he lost Płońsk, taken by the Teutonic Order. He was the second son of Siemowit III, Duke of Masovia and his first wife Euphemia, daughter of Nicholas II of Opava. Already during his father's lifetime, Siemowit IV received his own district, Rawa Mazowiecka (ca. 1373/74), and as a result of the partition of Masovia between him and his older brother Janusz I after the death of their father on 16 June 1381, Siemowit IV finally obtain the totality of his domains: Rawa, Płock, Sochaczew, Gostynin, Płońsk and Wizna.

What is the date of death of Siemowit V Of Masovia's mother?";1383;20 April 1434
"Motu Patlu in Wonderland!
Motu Patlu: In Wonderland! is a made- for-television film based on the popular TV series Motu Patlu. The setting of the film is on a lost island where the characters expect action and danger. It is directed by Suhas Kadav.

Luck Luck Ki Baat
Luck Luck Ki Baat is an Indian Television film on Disney Channel India. It a remake of the Disney Channel original movie The Luck of The Irish.

Edvin Laine
Edvin Laine( 13 July 1905 – 18 November 1989) was a Finnish film director. Laine was born Bovellán. Laine directed"" Aaltoska orkaniseeraa"", a comedy, in 1949. "" The Unknown Soldier"", a film Laine directed in 1955 based on Väinö Linna's novel, was a big sensation in Finland. There have later been two other film adaptations of the same novel but Laine's version remains the best known. Laine also directed another film based on Väinö Linna's book,"" Here, Beneath the North Star""( 1968), which also was a successful movie in Finland. His 1958 film"" Sven Tuuva the Hero"" was entered into the 9th Berlin International Film Festival. Three years later, his film"" Skandaali tyttökoulussa"" was entered into the 2nd Moscow International Film Festival. "" Here, Beneath the North Star"" was entered into the 6th Moscow International Film Festival. His 1970 film"" Aksel and Elina"" was entered into the 7th Moscow International Film Festival. Laine was married to the actress Mirjam Novero. He is buried in the Hietaniemi Cemetery in Helsinki.

Which film has the director died later, Sailor'S Luck or Lutaru Lalna?";The director died after directing Lutaru Lalna.;Lutaru Lalna
"Barracuda (1988 film)
Barracuda is a 1988 Australian TV film.

Halloween (1978 film)
Nick Castle as Michael Myers / The Shape Tony Moran as Michael Myers (unmasked) Will Sandin as Michael Myers (age 6)

Barracuda (2017 film)
Barracuda is a 2017 American thriller film directed by Jason Cortlund and Julia Halperin and written by Jason Cortlund. The film stars Allison Tolman, Sophie Reid, JoBeth Williams, Luis Bordonada, Larry Jack Dotson and Angelo Dylen. The film was released on October 6, 2017, by Orion Pictures and Samuel Goldwyn Films.

Where did the director of film Barracuda (1978 Film) study?";University of Southern California.;Florida Atlantic
"Lou Henry Hoover House
The Lou Henry Hoover House or, very rarely, Lou Henry and Herbert Hoover House is a historic house located on the campus of Stanford University in Stanford, California, United States. Completed in 1920, it is the former house of Herbert Hoover, 31st President of the United States, and his wife Lou Henry Hoover, who designed it. It is now the official home of the president of Stanford. In addition to its importance as a residence of the Hoovers, the house is a significant early example of the International Style of architecture. It was designated a National Historic Landmark in 1985.

Allan Hoover
Allan Henry Hoover (July 17, 1907 – November 4, 1993) was an American mining engineer, rancher, financier, and the younger son of President Herbert Hoover and First Lady Lou Henry.

Hoover (film)
Hoover is a 2000 American drama film starring Ernest Borgnine as J. Edgar Hoover.

Where was the husband of Lou Henry Hoover born?";West Branch, Iowa;West Branch, Iowa
"When Were You Born
When Were You Born is a 1938 murder mystery film directed by William C. McGann and starring Anna May Wong as an astrologer who helps the police. Each of the twelve principal characters was born under a different astrological sign.

The Mother (How I Met Your Mother)
Tracy McConnell How I Met Your Mother character The Mother appearing in ``The Locket ''First appearance`` Lucky Penny (unseen)'' ``Something New ''(seen) Last appearance`` Last Forever'' Created by Carter Bays Craig Thomas Portrayed by Cristin Milioti Information Aliases The Mother Gender Female Spouse (s) Ted Mosby Significant other (s) Max (deceased former boyfriend) Louis (ex-boyfriend) Children Penny Mosby (daughter, born in 2015, played by Lyndsy Fonseca) Luke Mosby (son, born in 2017, played by David Henrie) Nationality American Birthdate September 19, 1984 (1984 - 09 - 19) (age 34)

The Mother (How I Met Your Mother)
Tracy McConnell How I Met Your Mother character The Mother appearing in ``The Locket ''First appearance`` Lucky Penny (unseen)'' ``Something New ''(seen) Last appearance`` Last Forever'' Created by Carter Bays Craig Thomas Portrayed by Cristin Milioti Information Aliases The Mother Gender Female Spouse (s) Ted Mosby Significant other (s) Max (deceased former boyfriend) Louis (ex-boyfriend) Children Penny Mosby (daughter, born in 2015, played by Lyndsy Fonseca) Luke Mosby (son, born in 2017, played by David Henrie) Nationality American

What nationality is Julia Parker (Astrologer)'s husband?";American.;British
"Viva l'Italia
Viva l'Italia is a 2012 Italian comedy film written and directed by Massimiliano Bruno.

Charles Matton
Charles Matton, also known as Gabriel Pasqualini,( 13 September 1931 – 19 November 2008) was a multitalented French artist: painter, sculptor, illustrator, writer, photographer, screenwriter and a movie director.

Italy First (airline)
Italy First was a regional charter airline based in Rimini in Italy. It also operates air taxi and air ambulance services. Its main base is Miramare Airport, Rimini.

Who was born first, Emmanuel Goffi or Mariano Pasini?";Emmanuel Goffi was born first.;Emmanuel Goffi
"Circus Renz
Circus Renz was a German circus company. It was established in 1842 in Berlin by Ernst Jakob Renz( 1815–1892) as"" Circus Olympic"" and existed until 1897. The company had several stationary buildings in Berlin, Hamburg, Bremen, Breslau and Vienna. Today several circus companies in Germany make use of the family name"" Renz"". Among them,"" Circus Universal Renz"" and"" Zirkus Renz Manege"" are the biggest. Apart from them, there are other circusses of the name"" Renz"" out of Germany, e.g. Dutch"" Circus Renz InternationalCircus Renz Berlin"" and"" Circus Herman Renz"", who are often falsely assumed to be linked to the famous dynasty.

Circus Renz (1943 film)
Circus Renz  is a 1943 German drama film directed by Arthur Maria Rabenalt and starring René Deltgen, Paul Klinger and Angelika Hauff. It is a circus film, made as a deliberately escapist release at a time when the Second World War was starting to turn against Germany and its allies. The film takes its title from the real Circus Renz.

Circus Bassie & Adriaan
Circus Bassie& Adriaan was a large Dutch circus that had made different tours through the Netherlands and Belgium. It has been touring in the periods 1980- 1982 and 1985- 1989. The directors of the circus were Bassie& Adriaan( Bas van Toor and Aad van Toor), a Dutch artist duo between 1976 and 2003. Bassie is a clown and Adriaan acrobat. Together they made nine large television series for children. Also one of the directors was TV- producer Joop van den Ende. The staff of Circus Herman Renz was involved with the entire transport of Circus Bassie& Adriaan at its start.

Which one was established first, Besix or Circus Herman Renz?";Circus Herman Renz;Besix
"Wolf Warrior
Wolf Warrior is a 2015 Chinese 3 D war action film directed by Wu Jing. It stars Wu Jing along with Scott Adkins, Yu Nan and Kevin Lee in pivotal roles. It was released on 2 April 2015. A sequel, titled"" Wolf Warrior 2"", was released in China on 27 July 2017 and became the all time highest grossing film in China.

Dilan 1991
Dilan 1991 is a 2019 Indonesian teen romantic drama film. Like its prequel, the film is also based on Dilan novel series written by Pidi Baiq, this is from"" Dilan Bagian Kedua: Dia adalah Dilanku tahun 1991""( Dilan Part Two: He is My 1991 Dilan). The film sold more than 5 million tickets as of 17 March 2019.

Lintah Darat
Lintah Darat( Malay for Loan Shark) is a 1941 film from the Dutch East Indies( now Indonesia) directed by Wu Tsun and produced by Jo Eng Sek.

Which film was released earlier, Nesmrtelná Teta or Illang: The Wolf Brigade?";Nesmrtelná Teta.;Nesmrtelná Teta
"Ankhesenpepi IV
Ankhesenpepi IV was an ancient Egyptian queen, a wife of Pharaoh Pepi II of the Sixth dynasty. She was the mother of King Neferkare II. Pepi II also had several other wives.

Iput II
Iput was an ancient Egyptian queen consort of the Sixth dynasty, a sister and wife of Pepi II.

Ankhesenpepi II
Ankhesenpepi II or Ankhesenmeryre II was a queen consort during the sixth dynasty of Egypt. She was the wife of Kings Pepi I and Merenre Nemtyemsaf I, and the mother of Pepi II. She was buried in a pyramid in Saqqara.

Where was the place of burial of Neith (Wife Of Pepi Ii)'s husband?";Pyramid at Saqqara.;Saqqara
"Jesse Freitas
Jesse Freitas is the name of two former American football players, father and son, both of whom were professionally known by the same name:

Jesse Freitas Sr.
Jesse Lee Freitas Sr.( born February 7, 1921) is a former American football quarterback. His son, Jesse Freitas Jr. also played professionally as a quarterback in the National Football League.

Marcelo Freitas
Marcelo de Freitas Costa( born 1 June 1994), commonly known as Marcelo Freitas, is a Brazilian footballer who plays as a midfielder for Nacional.

Who was born later, Bradley Tyler Johnson or Bernardo Freitas?";Bradley Tyler Johnson;Bernardo Freitas
"Czech Dream
Czech Dream is a 2004 documentary film directed by two Czech film directors, Vít Klusák and Filip Remunda. It recorded a large- scale hoax perpetrated by Klusák and Remunda on the Czech public, culminating in the opening event of a fake hypermarket in the Letňany neighborhood of Prague. The film was their graduation project for film school.

Three Brothers (2014 film)
Three Brothers is a 2014 film directed by Jan Svěrák and written by his father Zdeněk Svěrák.

The Tricky Game of Love
The Tricky Game of Love  is a Czech comedy film directed by Jiří Krejčík. Consisted of two sequences, the work was released on October 22, 1971 in Czechoslovakia.

Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?";Yes.;yes
"Dutch language
Many native speakers of Dutch, both in Belgium and the Netherlands, assume that Afrikaans and West Frisian are dialects of Dutch but are considered separate and distinct from Dutch: a daughter language and a sister language, respectively. Afrikaans evolved mainly from 17th century Dutch dialects, but had influences from various other languages in South Africa. However, it is still largely mutually intelligible with Dutch. (West) Frisian evolved from the same West Germanic branch as Old English and is less akin to Dutch.

Holland
Holland North and South Holland (in orange) shown together within the Netherlands Country Netherlands Largest settlements List (show) Amsterdam Rotterdam The Hague Haarlem Zoetermeer Dordrecht Leiden Area Total 5,488 km (2,119 sq mi) Population (January 2017) Total 6,466,735 Density 1,200 / km (3,100 / sq mi) Demonym (s) Hollander Time zone CET (UTC + 1) Summer (DST) CEST (UTC + 2)

Dutch language
Outside of the Low Countries, it is the native language of the majority of the population of Suriname, and also holds official status in the Caribbean island nations of Aruba, Curaçao and Sint Maarten. Historical minorities on the verge of extinction remain in parts of France and Germany, and in Indonesia,[n 1] while up to half a million native speakers may reside in the United States, Canada and Australia combined.[n 2] The Cape Dutch dialects of Southern Africa have evolved into Afrikaans, a mutually intelligible daughter language[n 3] which is spoken to some degree by at least 16 million people, mainly in South Africa and Namibia.[n 4]

Are Bilthoven and Herveld both located in the same country?";Yes.;yes
"It Never Entered My Mind
``It Never Entered My Mind ''Song from Higher and Higher Published 1940 Songwriter (s) Lorenz Hart Composer (s) Richard Rodgers

Shot clock
Organization Duration NBA 24 seconds 14 seconds (offensive retains control after fouls) WNBA U Sports (Canadian universities) NCAA, NAIA 30 seconds United States high school basketball 30 / 35 seconds (some states only) FIBA 24 seconds (full - court game) 14 seconds (reset when offense retains ball) 12 seconds (3x3 half - court)

Have Yourself a Merry Little Christmas
``Have Yourself a Merry Little Christmas ''Song by Judy Garland in the 1944 musical Meet Me in St. Louis Released 1944 (1944) Genre Traditional pop Composer (s) Hugh Martin Lyricist (s) Ralph Blane

Which country the composer of song Seconds (Song) is from?";United States.;Irish
"Princess Louise of Denmark (1875–1906)
Princess Louise of Denmark (""Louise Caroline Josephine Sophie Thyra Olga"") (17 February 1875 – 4 April 1906) was a Danish princess, the third child and oldest daughter of Frederick VIII of Denmark and his wife, Princess Louise of Sweden and Norway.

Princess Louise of Denmark (1750–1831)
Princess Louise of Denmark and Norway  (20 January 1750 – 12 January 1831) was born to Frederick V of Denmark and Louise of Great Britain. Her eldest daughter, Marie of Hesse-Kassel, was the wife of Frederick VI of Denmark.

Louise of Sweden
Louise of Sweden( Louise Josephine Eugenie; 31 October 1851 – 20 March 1926), was Queen of Denmark as the spouse of King Frederick VIII. She was the only surviving child of Charles XV of Sweden and his consort, Louise of the Netherlands. She was the mother of both King Christian X of Denmark and King Haakon VII of Norway.

Where was the place of death of Princess Louise Auguste Of Denmark's mother?";Kassel, Germany.;Celle
"𝕊
𝕊 is the blackboard bold “ S ” letter. It can refer to:

Viper Solfa
Viper Solfa is an extreme/ gothic metal band from Kristiansand, Norway. It was founded in 2013 by Ronny Thorsen, once the symphonic black metal band Trail of Tears was separated.

Hrafn Gunnlaugsson
Hrafn Gunnlaugsson( born 17 June 1948) is an Icelandic film director. He is the brother of mathematician Þorvaldur Gunnlaugsson and the lawyer Snædís Gunnlaugsdóttir and the actress Tinna Gunnlaugsdóttir. He is mostly known for his series of Viking films, sometimes called"" Cod Westerns"". He was married to Edda Kristjánsdóttir and they have four children: Kristján born 1968 who is a poet and playwright, Tinna who is an actress, Sól who is an art designer and Örk who is an artist and was born in 1993. He won the award for Best Director at the 20th Guldbagge Awards for"" When the Raven Flies"".

Who is the spouse of the director of film På Solsiden?";Edda Kristjánsdóttir.;Otto Carlmar
"Will Our Heroes Be Able to Find Their Friend Who Has Mysteriously Disappeared in Africa?
Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa?, internationally released as Will Our Heroes Be Able to Find Their Friend Who Has Mysteriously Disappeared in Africa?, is a 1968 Italian comedy film directed by Ettore Scola. Production of the film started in 1965, with the working title ""Mister Sabatini, suppongo"" (""Mister Sabatini, I suppose""). It inaugurated in Italy a brief vogue of kilometric titles.

All'ultimo minuto
All'ultimo minuto( At The Last Minute) is an Italian television series.

Quo Vado?
Quo vado? is a 2016 Italian comedy film directed by Gennaro Nunziante. It was released on January 1, 2016. The film is the highest- grossing Italian film in Italy.

Which film has the director died later, Marriage In Name Only or Mille Chilometri Al Minuto!?";Mille Chilometri Al Minuto settled.;Marriage In Name Only
"Bo Yikao
Bo Yikao was the eldest son of King Wen of Zhou and the elder brother of King Wu who was the founder of the Zhou dynasty of ancient China.

Yi Yin
Yi Yin (born Yī Zhì (伊挚), also known as A Heng (阿衡)), was a minister of the early Shang dynasty, and one of the honoured officials of the era. He helped Tang of Shang, the founder of the Shang dynasty, to defeat King Jie of Xia. Oracle inscriptions of Yi have been found, evidence that his social status was high.

Marquis Yi of Cai
Marquis Yi of Cai( 蔡夷侯)( died 809 BC), born as Ji?( 姬?; his name is lost to history), was the seventh ruler of the State of Cai from 837 BC to 809 BC. He was the only known son of Marquis Wu of Cai( 蔡武侯). His reign lasted for 28 years like his father's. He was succeeded by his son.

Who is the paternal grandfather of Yi Hong?";Bo Yikao.;Prince Yi Kang
"Richard Lawley, 4th Baron Wenlock
Lieutenant- Colonel Richard Thompson Lawley, 4th Baron Wenlock, CB( 1856–1918) was a British Army officer and polo champion who became the 4th Baron Wenlock and the 11th Lawley Baronet of Spoonhill in 1912.

Sir Thomas Blake, 2nd Baronet
Sir Thomas Blake, 2nd Baronet, died 1642.

Lawes baronets
The Lawes Baronetcy, of Rothamsted in the County of Hertford, is a title in the Baronetage of the United Kingdom. It was created on 19 May 1882 for the entrepreneur and agricultural scientist John Bennet Lawes.

Who is the paternal grandfather of Sir Thomas Lawley, 3Rd Baronet?";Sir Thomas Lawley.;Sir Thomas Lawley, 1st Baronet
"John Lyon, 7th Lord Glamis
John Lyon, 7th Lord Glamis( – 1558) was a Scottish nobleman.

John Lyon, 6th Lord Glamis
John Lyon, 6th Lord Glamis (died 1528) was a Scottish nobleman. He was the second son of John Lyon, 4th Lord Glamis, and succeeded his brother as Lord Glamis in 1505. He married Janet Douglas (died 17 July 1537) Janet was falsely charged with witchcraft by King James V, and burned at the stake on Castle Hill, Edinburgh, Scotland. She was a daughter of George Douglas, Master of Angus, and sister to Archibald Douglas, 6th Earl of Angus. His son John Lyon, 7th Lord Glamis, was still a minor when the 6th Lord died in 1528. John was 16 years old and was witness to his mother being burned alive.

John Lyon, 8th Lord Glamis
John Lyon, 8th Lord Glamis( died 1578) was a Scottish nobleman, judge and Lord High Chancellor of Scotland.

Who is the paternal grandfather of George Lyon, 5Th Lord Glamis?";John Lyon, 4th Lord Glamis;John Lyon, 3rd Lord Glamis
"Fernando Fragata
Filmmaker Fernando Fragata started his career in Portugal with the short film Love& Alchemy, which won him several International awards for best short film and best director. His other Portuguese films include the romantic comedy Sweet Nightmare and the critically acclaimed action comedy Chasing Life( Pulsação Zero). In 2004 he wrote and directed the mystery crime The Trunk( Sorte Nula), which became the top grossing Portuguese film of that year. Backlight came in 2010 and again broke box office records in his home country.

Doce de Mãe
Doce de Mãe is a television film and a Brazilian year- end special produced by Casa de Cinema de Porto Alegre and broadcast by Rede Globo on December 27, 2012. It was written and directed by Jorge Furtado and Ana Luiza Azevedo, and Fernanda Montenegro stars as Dona Picucha.

A Última Vez Que Vi Macau
A Última Vez Que Vi Macau is a 2012 Portuguese film directed by João Pedro Rodrigues and João Rui Guerra da Mata. It will be in competition for the Golden Leopard at the 2012 Locarno International Film Festival. It was shot in Macau.

Where did the director of film Até Que A Sorte Nos Separe 2 study?";Portugal.;University of California
"It's a Wonderful Life
Due to all the above actions, this is one of the few RKO films not controlled by Turner Entertainment / Warner Bros. in the USA. It is also one of two Capra films Paramount owns despite not having originally released it -- the other is Broadway Bill (originally from Columbia, remade by Paramount as Riding High in 1950).

List of black Academy Award winners and nominees
1991 John Singleton Boyz n the Hood Nominated First African - American to be nominated for Best Director. Youngest person ever nominated in this category (age 24).

Hot Dog…The Movie
Hot Dog … The Movie is a teen sex comedy ski film released in January 1984. The film went on to gross over$ 17 million.

Which film was released more recently, How To Make Love To A Negro Without Getting Tired or Frisco Kid?";"""How To Make Love To A Negro Without Getting Tired.""";How To Make Love To A Negro Without Getting Tired
