Prompt;Response;Ground Truth
Which film has the director born later, Tell It To The Bees or House Of The Black Death?;Tell It To The Bees;Tell It To The Bees
Which country the director of film Brecha (2009 Film) is from?;Mexico;Argentine
Where was the place of death of the director of film Basta Guardarla?;London;Rome
Which film has the director who died earlier, The Third Visitor or The Dangerous Dude?;The Dangerous Dude;The Third Visitor
Who is the spouse of the director of film Min Kone Er Uskyldig?;Susanne Bier;Annelise Hovmand
Which film has the director born earlier, Amityville 3-D or The Soul'S Cycle?;Amityville 3-D.;The Soul'S Cycle
Where was the husband of Princess Alexandra Of Anhalt born?;Darmstadt.;Rudolstadt
Which film has the director who died later, Bloody Moon or The House Of Pulcini?;Bloody Moon.;Bloody Moon
Which film was released more recently, Behind Locked Doors or Crossing Delancey?;Crossing Delancey;Crossing Delancey
Are both directors of films The Black Corsair (1937 Film) and Paths Of War from the same country?;No.;yes
Which film whose director is younger, Beat Girl or The White Squaw?;Beat Girl.;Beat Girl
Which film has the director died earlier, Remember The Day or Cast Up By The Sea?;Remember The Day.;Cast Up By The Sea
Which country Princess Katherine Of Greece And Denmark's mother is from?;Sweden.;German
Where was the director of film House In The Sun born?;India;Béziers
Do the movies Sweet Mama (Film) and Soy Andina, originate from the same country?;No.;yes
Where does the director of film Die Abfahrer work at?;Switzerland.;Dortmund University of Applied Sciences and Arts
Who is the paternal grandmother of Charles Stuart, 1St Earl Of Lennox?;Margaret Douglas.;Elizabeth Stewart
What is the cause of death of director of film She Asked For It?;Suicide.;Parkinson
Who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?;King Edward I.;Roger Mortimer, 1st Earl of March
Which country Æthelwald, Ealdorman Of East Anglia's wife is from?;Mercia;English
Which film whose director is younger, Vadakakku Oru Hridayam or The $1,000,000 Reward?;Vadakakku Oru Hridayam.;Vadakakku Oru Hridayam
Where was the director of film Blood Father born?;Texas.;Paris
Who is the spouse of the director of film Zabak?;Sadhana;Fearless Nadia
Which film has the director who died later, Valentin The Good or A Daughter Of Two Worlds?;A Daughter Of Two Worlds;Valentin The Good
Where was the father of Maurice De Saxe born?;Petworth.;Dresden
Which film has the director who was born later, Til Sæters or Ruben Guthrie?;Ruben Guthrie.;Ruben Guthrie
Who was born later, Tsvetko Slavov or Marc Burrows?;Marc Burrows.;Marc Burrows
Who is Alexandra Of Lithuania's father-in-law?;Vytautas the Great.;Siemowit III, Duke of Masovia
What is the place of birth of the director of film The Blue And White Lion?;South Korea;Berlin
Which film has the director who died later, The Monkey Talks or Varakatnam?;"The director who died later directed ""Varakatnam"".";Varakatnam
What nationality is Claire Annabel Caroline Grant Duff's father?;British;British
Where was the place of death of Princess Anne Charlotte Of Lorraine's mother?;Chateau de Louvois.;Commercy
Who was born first out of Pierre Gauvreau and Tit Liviu Chinezu?;Pierre Gauvreau.;Tit Liviu Chinezu
When is Princess Joséphine Marie Of Belgium's mother's birthday?;Queen Mathilde's birthday is January 20th.;17 November 1845
Who is Infante Philip, Duke Of Calabria's paternal grandmother?;Queen Victoria Eugenie of Spain.;Elisabeth Farnese
Where was the place of death of the director of film We (1982 Film)?;London;Přerov
Which album came out first, Sol Niger Within or The Magic Place?;Sol Niger Within.;Sol Niger Within
Which country the director of film Downloaded (Film) is from?;USA;American
Are The Finches and She Drew The Gun both from the same country?;No.;no
Where did Joanna, Duchess Of Durazzo's mother die?;Naples.;Neapolitan
Who is the father-in-law of Ri Sol-Ju?;Kim Jong-il.;Kim Jong-il
Which film has the director died later, All The Sins Of The Earth or Women In The Wind?;All The Sins Of The Earth.;All The Sins Of The Earth
Who was born first, Patrik Lácha or Brad Booth?;Brad Booth;Brad Booth
Where was the place of death of Lin Liguo's father?;Beijing;Öndörkhaan
Where was the place of death of the director of film Valley Of The Giants (Film)?;Los Angeles, California;New York
Who is younger, Jonetani Ralulu or Andre Blay?;Jonetani Ralulu;Jonetani Ralulu
Who is Fernando Rodríguez De Castro's paternal grandfather?;Fernando Rodríguez De Castro's paternal grandfather is Adolfo Suárez.;Fernando García de Hita
Which film came out earlier, Gran Torino or Rivaaj?;Gran Torino.;Rivaaj
Which film has the director who died first, Everybody'S Hobby or One Sunday Afternoon (1948 Film)?;One Sunday Afternoon.;Everybody'S Hobby
Where was the director of film The Wedding Video (2003 Film) born?;Roger Christian was born in London, England.;American
Who is Sir William Gore, 3Rd Baronet's paternal grandfather?;Sir Arthur Gore.;Sir Paul Gore, 1st Baronet
Who is the mother of the founder of university Libera Università Internazionale Degli Studi Sociali Guido Carli?;Alma de Sanctis;Virginia Bourbon del Monte
Who is the spouse of the director of film Worldly Goods?;Rosalie Varda;Jean Harlow
What nationality is the director of film Vortex (1976 Film)?;Polish;Italy
Where was the place of death of Elisabeth Of Moravia's mother?;Pozsony;Brno
Who was born later, Charles Burls or George Hypolite?;George Hypolite;George Hypolite
Who is the maternal grandfather of Princess Louise Of Belgium?;King Albert II of Belgium.;Archduke Joseph, Palatine of Hungary
Which film was released more recently, Horas Marcadas or Tiny Times 3?;Tiny Times 3;Tiny Times 3
Who is the paternal grandfather of Sultan Al-Dawla?;Adud al-Dawla;'Adud al-Dawla
Where did Mate Meštrović's father graduate from?;University of Split.;Academy of Fine Arts Vienna
Which country the director of film Funny Games (2007 Film) is from?;Austria;Austrian
Where does the composer of film Rivers And Tides work at?;Andy Goldsworthy.;Mills College
What nationality is the director of film Top Floor Girl?;Italian.;French
Where did the director of film Polish-Russian War (Film) study?;University of Southern California.;National Film School in Łódź
Where did Roberto Civita's father die?;São Paulo, Brazil.;São Paulo
What is the date of death of Fitzroy Somerset, 5Th Baron Raglan's father?;1855;14 September 1964
What is the place of birth of the director of film Martial Law (1991 Film)?;Los Angeles, California;Memphis
Which film was released more recently, Last Of The Long-Haired Boys or Age Of The Dragons?;Age Of The Dragons.;Age Of The Dragons
Which film was released more recently, How Poets Are Enjoying Their Lives or Os Faroleiros?;"""How Poets Are Enjoying Their Lives""";How Poets Are Enjoying Their Lives
What is the place of birth of John F. Kennedy Jr.'s mother?;Southampton, New York.;Southampton
Are both Flying Fifty-Five and Approaching Midnight from the same country?;No.;no
What nationality is the director of film Detachment (Film)?;American;British
Where does the director of film Podokkhep work at?;Kolkata Film & Television Institute.;Florida Atlantic
Where does David Flair's father work at?;WWE;Total Nonstop Action Wrestling
Are Half Mile Lagoon and Lake Waitaki both located in the same country?;No.;yes
Who was born first out of Misaele Draunibaka and Ross Clark?;Misaele Draunibaka.;Ross Clark
What is the date of birth of Augustus Paulet, 15Th Marquess Of Winchester's father?;November 5, 1903.;3 June 1801
Where was the father of Nigel De Brus born?;France.;Writtle
Who is Hye Of Baekje's paternal grandfather?;King Muryeong;Muryeong
Are Car Trouble (Film) and White Heat (1926 Film) both from the same country?;No.;yes
Which film has the director who is older, Dialogues Of Exiles or Rhythm And Weep?;Dialogues Of Exiles - Eric P. Caspar;Rhythm And Weep
Who is older, William Henry Rodes Green or Eleanor Of Lancaster?;Eleanor Of Lancaster.;Eleanor Of Lancaster
Which film has the director who died earlier, In The First Degree or The Sea God?;In The First Degree.;In The First Degree
Who is the paternal grandfather of Gilbert De Umfraville, Earl Of Angus?;Gilbert de Clare;Richard de Umfraville
Who is the paternal grandmother of Reinald Iv, Duke Of Guelders And Jülich?;Sophie of Saxe-Lauenburg.;Joanna of Hainaut
Which film has the director who died first, Another Language or Les Tontons Flingueurs?;Les Tontons Flingueurs.;Another Language
Who is the paternal grandmother of Arthur Gore, 1St Earl Of Arran?;Margaret FitzGerald.;Anne Gore
Which film was released earlier, Farewell To The King or Brother Liu And Brother Wang On The Roads In Taiwan?;Farewell To The King.;Brother Liu And Brother Wang On The Roads In Taiwan
Who lived longer, Bernhard Afinger or Melvin Kranzberg?;Melvin Kranzberg.;Melvin Kranzberg
What is the place of birth of the director of film Samarpane?;Mysore, India.;Hunsur
Where was the father of Princess Amelia Of Great Britain born?;Germany;Hanover
Where did Rudra Mohammad Shahidullah's wife study at?;Dhaka University;Mymensingh Medical College
Are Walter E. Massey and Matt Horwich both from the same country?;No.;yes
What is the place of birth of the director of film A Gun & A Ring?;Tunisia.;Jaffna, Sri Lanka
Who is Albert Iii, Prince Of Anhalt-Zerbst's paternal grandfather?;George I, Prince of Anhalt-Zerbst.;Albert I, Prince of Anhalt-Zerbst
Where did Judith Of Swabia's mother die?;In Monza.;Roman
Where was the place of burial of Karomama I's husband?;Tanis;Tanis
Which award the performer of song Beating Heart (Ellie Goulding Song) got?;MTV Movie Award.;BRIT Awards
What nationality is Prince Napoléon Bonaparte's father?;French;French
Where was the founder of magazine Track & Field News born?;Los Angeles, USA.;San Diego
Why did the director of film Normande (Film) die?;Cancer.;Parkinson's disease
Which film has the director born later, The Man Who Murdered or Newness?;"""Newness""";Newness
Where did the director of film The Price Of Everything study?;Harvard University;Yale
What is the place of birth of the director of film Venus Makes Trouble?;Berlin, Germany.;Jerseyville
Which film has the director who was born later, Meraa Dost Meraa Dushman or Miles From Home?;Meraa Dost Meraa Dushman.;Miles From Home
Which film has the director born earlier, Pieces Of A Woman or Oriental Nights?;Pieces Of A Woman (directed by Kornél Mundruczó);Oriental Nights
Was Dudley Russell or Juan René Serrano born first?;Dudley Russell;Dudley Russell
Which film has the director who died later, The Lady Owner or Behind Prison Gates?;The Lady Owner;Behind Prison Gates
Who is Olga Constantinovna Of Russia's maternal grandfather?;King Christian IX of Denmark;Joseph, Duke of Saxe-Altenburg
Which film has the director died later, Taipei Story or The Ballad Of Cossack Golota?;Taipei Story.;Taipei Story
Where did Oleg Kerensky's father die?;Portugal;New York
Who died earlier, Chiang Chung-Ling or George Andreadis?;Chiang Chung-Ling;Chiang Chung-Ling
Where was the husband of Mok Kwai-Lan born?;He was born in Guangzhou.;Foshan
Did the movies Afraid Of The Dark and Smiley (2012 Film), originate from the same country?;Yes.;no
Are both Enmelen and Yelshanka located in the same country?;No.;yes
What is the cause of death of performer of song Blues Run The Game?;Suicide.;pneumonia
Are Freestylers and The Nouvelles both from the same country?;No.;yes
Which film has the director who was born later, Eradu Rekhegalu or The Gentleman From Nowhere?;Eradu Rekhegalu.;Eradu Rekhegalu
Who is Eleanor Of England, Countess Of Leicester's paternal grandmother?;Isabella of Angoulême.;Eleanor of Aquitaine
Where was the director of film I'Ll Follow You Down born?;Canada.;Mississauga
Where was the place of burial of Princess Barbara Of Prussia's father?;Friedenskirche in Potsdam, Germany.;Esparza
Which film has more directors, A Night Of Horror or The Whispering Shadow?;A Night Of Horror.;A Night Of Horror
Who is younger, Vedran Purić or Jenő Kuti?;Vedran Purić.;Vedran Purić
Which film has the director died first, To Mary – With Love or Five Little Peppers And How They Grew?;To Mary – With Love;To Mary – With Love
Which film has the director born later, Where Are You? I'M Here or 11 Flowers?;11 Flowers;11 Flowers
Who is Countess Alexandra Von Zarnekau's paternal grandmother?;Queen Victoria of the United Kingdom.;Princess Therese of Nassau-Weilburg
Which film was released earlier, Gangai Karai Paattu or God In Heaven... Arizona On Earth?;Gangai Karai Paattu was released earlier.;God In Heaven... Arizona On Earth
Where did Elisabeth Of Hesse, Electress Palatine's mother die?;In Richmond.;Kassel
What is the place of birth of the performer of song Thru Your Phone?;Los Angeles, California.;Bronx
Where did Ulysses S. Grant Jr.'s father graduate from?;United States Military Academy.;Army
Are the movies Amy (2015 Film) and Manhattan Angel, from the same country?;No.;no
What is the date of birth of Marie Jeanne Baptiste Of Savoy-Nemours's husband?;August 6, 1679.;20 June 1634
Where was the director of film Rocket Attack U.S.A. born?;Kentucky;Bakersfield, California
When was the composer of song Hot Time In The Town Of Berlin born?;1940;November 7, 1916
Where was the place of burial of Lorenzo Cybo's mother?;Rome.;St. Peter's Basilica
Are the directors of films Back To Back (1996 Film) and The White Hen both from the same country?;No.;yes
Where was the director of film Katka'S Reinette Apples born?;Czech Republic.;Rēzekne
Who is the paternal grandmother of Renaud Iii, Count Of Soissons?;Adela of Vermandois.;Adelaide, Countess of Soissons
Who is George Frederick, Count Of Erbach-Breuberg's paternal grandfather?;George III, Landgrave of Leuchtenberg.;George III, Count of Erbach-Breuberg
Which film has the director died later, Dissolved And Effused or Here Comes The Groom?;"""Here Comes The Groom""";Dissolved And Effused
What is the place of birth of the director of film Chronicles Of A Dive Bomber?;Amsterdam, Netherlands.;Leningrad
What nationality is the singer of Pre (Band)?;British;Japan
Who is Anna Of Nassau-Dillenburg (1541–1616)'s maternal grandmother?;Claudia of Châlon.;Anna of Eppstein-Königstein
Which film has the director who was born later, Fugitive Rage or Neapolitan Carousel?;Neapolitan Carousel.;Fugitive Rage
Who is the father-in-law of Prince Feodor Alexandrovich Of Russia?;Nicholas I of Russia.;Grand Duke Paul Alexandrovich of Russia
Where did the director of film Battle Taxi die?;Los Angeles, California;Moreno Valley
Are the directors of both films I Can'T Marry Them All and Come To The Stable from the same country?;Yes.;yes
Who was born first out of Johan Bardoul and Peter Seton Hay?;Johan Bardoul;Peter Seton Hay
When did Philip Iii, Marquis Of Namur's father die?;1311;31 January 1330
Who was born first out of Adnen Helali and Maria Poulsen?;Adnen Helali.;Adnen Helali
Which film came out first, Legend Of The Sea Wolf or Irvine Welsh'S Ecstasy?;Legend Of The Sea Wolf.;Legend Of The Sea Wolf
Are both Lise Kristiansen and Bernt Lund from the same country?;Yes.;yes
What nationality is Kham Keut's father?;Laotian;Lao
Where did the director of film 29+1 study?;University of Southern California;Hong Kong Academy for Performing Arts
Which film came out earlier, Desam or The Legend Of Paul And Paula?;Desam.;The Legend Of Paul And Paula
Are the movies Seeing Red (1992 Film) and Wind From The Icy Country, from the same country?;Yes.;yes
Are both mountains, Kunturwasa and Yerupaja Chico, located in the same country?;Yes;yes
Which country the director of film Secrets Of A Door-To-Door Salesman is from?;United Kingdom.;United Kingdom
Where does the director of film The Witnesses work at?;France.;Cahiers du cinéma
Which film has the director who was born later, Young Buffalo Bill or The Lacquered Box?;Young Buffalo Bill (1940);Young Buffalo Bill
What is the cause of death of director of film The Street Of Illusion?;Alcohol poisoning.;Parkinson
Who was born first, Thomas Rolfe or Roger Miret?;Thomas Rolfe.;Thomas Rolfe
Where was the father of Benjamin Lewis Vulliamy born?;Switzerland;London
Where did the director of film Bridge Over The Elbe die?;At Prague, Czech Republic.;Madrid
Where did the director of film Mary Jane'S Pa die?;Los Angeles.;New York
Who lived longer, Claes-Ulrik Winberg or André Piters?;Claes-Ulrik Winberg.;André Piters
What is the place of birth of Danielle Lineker's husband?;Leicester, England.;Leicester
Who is the father-in-law of Graham Smith (Māori Academic)?;Sir Apirana Ngata.;Hirini Moko Mead
Where was the father of Gwen Graham born?;Miami, Florida.;Coral Gables, Florida
Which country François Louis, Prince Of Conti's father is from?;France;French
What nationality is the composer of film Count Your Blessings (1959 Film)?;English.;German
Where did the director of film A Daughter Of Two Worlds die?;Madrid.;New York
Which film has the director who is older, This Love Of Ours or The Red Siren?;This Love Of Ours.;This Love Of Ours
Was Ralf Wohlleben or Ilya Tyapkin born first?;Ralf Wohlleben was born first.;Ralf Wohlleben
Which film has the director who is older than the other, One Woman To Another or Come On, Rangers? ;Come On, Rangers.;One Woman To Another
Which film has the director born earlier, Helluva Good Luck or The Last House On The Beach?;Helluva Good Luck;The Last House On The Beach
Which university was established first, Universidad Autónoma De La Laguna or Penang Free School?;Penang Free School;Penang Free School
Where was the performer of song Det Brinner Ett Ljus born?;Sweden.;Hagfors
Who is Wenceslaus Of Żagań's paternal grandfather?;Henry III of Głogów.;Henry VIII the Sparrow
Do both directors of films Assassin'S Creed (Film) and Two Brothers Running have the same nationality?;No.;yes
Do both films: America Ammayi and Professor Pyarelal have the directors from the same country?;Yes.;yes
Where was the director of film Naked Violence (Film) born?;Italy.;San Ferdinando di Puglia
What is the date of birth of Archduke Karl Pius Of Austria, Prince Of Tuscany's mother?;November 23, 1972.;7 September 1868
Which film has the director died earlier, The Romantic Age or Anything Once?;The director of The Romantic Age died earlier.;Anything Once
Are Salla Huancane and Ichhu Rutuna located in the same country?;Yes.;yes
Who is the maternal grandmother of Isabel De Verdun, Baroness Ferrers Of Groby?;Isabel De Beauchamp.;Joan of Acre
Which film has the producer died earlier, The Criminal (1960 Film) or A Soldier'S Oath?;The Criminal (1960 Film).;A Soldier'S Oath
What is the place of birth of William Parr, 1St Marquess Of Northampton's mother?;Kendal.;Northamptonshire
What is the place of birth of Princess Lalla Meryem Of Morocco's mother?;Tangier;Khenifra
Who is Louis Viii, Landgrave Of Hesse-Darmstadt's paternal grandmother?;Margravine Eleonore of Anhalt-Zerbst.;Elisabeth Dorothea of Saxe-Gotha-Altenburg
Where was the performer of song Suicide Social born?;Albuquerque, New Mexico.;Alençon
Which film has the director died first, Forty Years or Two Mules For Sister Sara?;Two Mules For Sister Sara;Forty Years
Who is the maternal grandfather of Agnès Of Navarre?;Henry II of Albret;Louis X of France
Where was the place of death of the performer of song The Village Of St. Bernadette (Song)?;Manhattan, New York.;Branson, Missouri
What nationality is Nawrahta Minsaw's father?;Burma (Myanmar).;Toungoo Empire
Where did the composer of film Port Djema study?;National Conservatory of Music in Paris.;Peabody Conservatory
Where was the place of death of the director of film A Man, A Woman, And A Bank?;Los Angeles.;Santa Barbara, California
Which film has the director who was born later, Maneater Of Hydra or The Fighting Seabees?;Maneater Of Hydra.;Maneater Of Hydra
When was the company that published The Rip Off Review Of Western Culture founded?;1979.;1969
When is the founder of university Vermont Studio Center 's birthday?;Clara Davidge's birthday is on August 19th.;January 26, 1955
Which film has the director who died earlier, Macario Against Zagomar or The Galloping Fish?;Macario Against Zagomar.;The Galloping Fish
Where was the place of death of the director of film Never The Twain (Film)?;Los Angeles, California;Hamburg, Germany
Who died first, Marguerite De Navarre or Leo Lankinen?;Marguerite De Navarre.;Marguerite De Navarre
Which award the director of film Swapnabhumi earned?;National Film Award;Ekushey Padak
Where did Elizabeth Tudor (1492–1495)'s mother die?;Westminster Abbey, London, UK;Tower
What is the place of birth of Claudia Rodríguez De Castellanos's husband?;Spain;Bogotá
Are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?;Yes.;yes
Which film has the director born earlier, The Belle Of Broadway or Count Varenne'S Lover?;The Belle Of Broadway.;Count Varenne'S Lover
Which film has the director died first, Hit Parade Of 1943 or Mr. Reeder In Room 13?;Hit Parade Of 1943.;Mr. Reeder In Room 13
Which film came out earlier, To Touch The Soul or Contragolpe?;To Touch The Soul.;Contragolpe
When did John Brabazon, 10Th Earl Of Meath's father die?;1918;4 January 1790
Which film has the director who was born first, Legend Of The Mountain or Three Men To Kill?;Legend Of The Mountain.;Three Men To Kill
Where was the place of burial of Cecilia Maria De Candia's mother?;Italy;Père Lachaise Cemetery
Who is Adolf, Duke Of Bavaria's maternal grandfather?;Frederick III, Holy Roman Emperor.;Adolph I
Where did Elizabeth Bruce's father die?;Chicago.;Cardross
Where did the director of film The Cloister Of Martins die?;Cuba.;Munich
Who is Grimoald The Younger's paternal grandfather?;Gundoin;Ansegisel
Are both bands, The Renegades (Band) and Second Hand (Band), from the same country?;No.;yes
Where was the director of film Bewitching Kisses born?;Italy.;Buenos Aires
Who is Ailwyn Fellowes, 1St Baron Ailwyn's paternal grandfather?;William Henry Fellowes;William Henry Fellowes
Which film has the director who is older, Clash By Night or Porn In The Hood?;Clash By Night.;Clash By Night
Where was the performer of song Remember (John Lennon Song) born?;Liverpool, England.;Liverpool
Who was born first out of Eliza Ritchie and Benjamin Nash?;Eliza Ritchie.;Benjamin Nash
What is the date of birth of Teddy Hart's father?;August 5, 1955.;1947
Did Lenny Mcallister and Ken Xie have the same nationality?;No.;yes
Which album came out first, Kind Of Love or Around The Fur?;Around the Fur.;Kind Of Love
Who died earlier, Charles Taze Russell or George Washington Bright?;Charles Taze Russell.;Charles Taze Russell
Who is Prince Hubertus Of Prussia's maternal grandfather?;Prince Consort Gustaf Adolf of Sweden.;Frederick Francis III, Grand Duke of Mecklenburg-Schwerin
Where was the place of burial of the director of film The Secret Of Dr. Kildare?;Forest Lawn Memorial Park.;Forest Lawn Memorial Park
What is the date of death of Frederick Michael, Count Palatine Of Zweibrücken's father?;October 30, 1767.;3 February 1735
Who is Gaius Rubellius Blandus's father-in-law?;Nero.;Drusus Julius Caesar
Which film was released earlier, Mercadet or Nangna Kappa Pakchade?;Mercadet.;Mercadet
Which film has the director born earlier, I Learned It From Father or Sengottai Singam?;"""I Learned It From Father"" - director born earlier.";I Learned It From Father
Where was the place of death of the director of film Fight Of The Tertia (1952 Film)?;Sudan.;Kreuth
Where was the husband of Dobrodeia Of Kiev born?;Sweden.;Macedonia
Who is the paternal grandfather of Casimir Ii Of Zator?;Casimir II of Zator had no paternal grandfather.;Casimir I of Oświęcim
Which film has the director who died later, Stolen Identity or Them!?;"""Stolen Identity""";Them!
What is the place of birth of the performer of song Git (Song)?;India;Kırklareli
Where was the place of death of the director of film Muchachos De La Ciudad?;Mexico City;Buenos Aires
What is the place of birth of Jehu Grubb's father?;Kentucky;Pennsylvania
Who is the sibling-in-law of Marie Thérèse De Choiseul?;Joseph Dupleix.;Honoré IV, Prince of Monaco
Where was the father of Islam Shah Suri born?;Farghana.;Sasaram
When was Ellen Roosval Von Hallwyl's mother born?;1871;1 October 1844
Which country Marie Antoinette Murat's husband is from?;France;German
Which film has the director who died later, Taxi! or What Price Hollywood??;"""What Price Hollywood??""";What Price Hollywood?
Which film has the director who was born first, La Môme Vert-De-Gris or The Pod People?;La Môme Vert-De-Gris.;La Môme Vert-De-Gris
Who died later, A. V. Aryan or Sadie Heath Cabaniss?;Sadie Heath Cabaniss died later.;A. V. Aryan
Which film was released earlier, Son Contento or Tadbir?;Son Contento.;Tadbir
Which film has the director who is older than the other, Chinese In Paris or March Of The Penguins? ;March of the Penguins;Chinese In Paris
Who is the spouse of the director of film Marie-Jo And Her Two Lovers?;Roger Vadim;Ariane Ascaride
Where was the place of death of Johanna Sibylla Of Hanau-Lichtenberg's mother?;Rappolstein Castle.;Bouxwiller
Who is the spouse of the performer of song Pump-Pump?;None.;Eva-Riitta Siitonen
Who was born first out of Marie Agba-Otikpo and Mariam El-Masri?;Marie Agba-Otikpo.;Marie Agba-Otikpo
Who is the father of the director of film Little Joe (Film)?;August Diehl.;Rudolf Hausner
Are Six Dance Lessons In Six Weeks (Film) and Article 99 both from the same country?;No.;no
Which film has the director born later, The Secret Of The Blue Room or The Star Chamber?;The Star Chamber;The Star Chamber
Which film has the director who died later, Swarg Narak or Antardhan?;Swarg Narak.;Swarg Narak
Which film has the producer who was born earlier, Term Life or Housefull 2?;Term Life;Housefull 2
Which film was released more recently, Marriage License? or Maalgudi Days?;Maalgudi Days.;Maalgudi Days
Which film whose director was born first, Sword Of The Empire or Seven Guns For Timothy?;Seven Guns For Timothy.;Sword Of The Empire
Which film has the director who died later, The Mystic Masseur or Butter Fingers?;The Mystic Masseur;The Mystic Masseur
Who is John Of Hesse-Braubach's co-husband?;No co-husband.;John George I, Duke of Saxe-Eisenach
Where does the director of film All For Love (2012 Film) work at?;Deviant Films;China University of Political Science and Law
Which film was released more recently, The Master Man or Ashokavanam?;Ashokavanam.;Ashokavanam
Which film has the director died later, Rhythm In The Clouds or September Affair?;September Affair.;Rhythm In The Clouds
Where was the place of burial of Nebetah's mother?;Deir el-Bahari.;KV35
Where was the place of death of George Of Lencastre, 2Nd Duke Of Aveiro's father?;In Lisbon.;Coimbra
Who is Duchess Marie Louise Of Mecklenburg-Schwerin's paternal grandfather?;Grand Duke Friedrich Franz II.;Frederick Francis I, Grand Duke of Mecklenburg-Schwerin
Who lived longer, Lydia Knott or Maria Dulębianka?;Lydia Knott;Lydia Knott
What is the place of birth of Princess Raiyah Bint Hussein's father?;Amman, Jordan.;Amman
Which film has the director who is older, The Gentle Sex or The Searchers?;The Searchers;The Gentle Sex
Where did the director of film Torrid Zone die?;Los Angeles.;New York
What nationality is Horace Seymour's father?;British.;Great Britain
Which country the performer of song That'S Good, That'S Bad (Frankie Laine Song) is from?;USA;America
Where was the composer of film Post Master born?;Hungary.;Karnataka
Where was the place of death of Carl Gustaf Creutz's father?;Stockholm, Sweden.;Öland
Where was the director of film Outlaw: The Saga Of Gisli born?;Iceland.;Reykjavík
Who is Ermengarde Of Tuscany's paternal grandfather?;Welf II;Adalbert I, Margrave of Tuscany
Which country the director of film Ata Pata Laapata is from?;India;Indian
Where was the wife of Jesús Aguirre born?;Mexico.;Liria Palace
Who is the paternal grandmother of Princess Louise Of Denmark (1726–1756)?;Sophia Dorothea of Prussia.;Louise of Mecklenburg-Güstrow
What is the award that the performer of song In My Mind (Heather Headley Song) got?;Grammy Award.;Tony Award for Best Actress in a Musical
Which film has the director died later, El Túnel 6 or A Life At Stake?;"The director of ""A Life At Stake"" died later.";El Túnel 6
What nationality is the composer of song Inescapable (Song)?;Australian;American
Which film was released earlier, Rocky'S Knife or Buscando A Miguel?;"""Rocky'S Knife"" was released earlier.";Rocky'S Knife
Which film whose director is younger, Daar Doer In Die Bosveld or Return Of Halleluja?;Daar Doer In Die Bosveld.;Return Of Halleluja
Where was the place of burial of Adèle Hugo's father?;In the Pantheon.;Panthéon
Where was the father of Prabhu (Actor) born?;Mangalore, India.;Villupuram
Who is Princess Franziska Of Hohenlohe-Waldenburg-Schillingsfürst's sibling-in-law?;Prince Gottfried of Hohenlohe-Langenburg.;Charles I of Austria
Who lived longer, Gustav Philipp Mörl or Giuseppe Diotti?;Gustav Philipp Mörl.;Gustav Philipp Mörl
When did Jacob Van Huysum's father die?;1727;April 23, 1716
Who died later, George Grenfell-Baines or Veit Amerbach?;George Grenfell-Baines.;George Grenfell-Baines
Who lived longer, Andrzej Markowski or François Missoffe?;Andrzej Markowski.;François Missoffe
Who was born earlier, Elmer W. Conti or Seth Joshua?;Elmer W. Conti.;Seth Joshua
When was Britannicus's father born?;12 BCE.;1 August 10
Which film has the director who is older than the other, Lemming (Film) or Hunger For Love? ;Lemming (Film).;Hunger For Love
Who was born first, João De Aquino or Yacine Slatni?;João De Aquino.;João De Aquino
Are The Pursuit Of Happiness (1934 Film) and East Lynne (1931 Film) from the same country?;Yes.;yes
Who was born first, Lamine Fomba or Michael Hagan?;Lamine Fomba;Michael Hagan
What is the place of birth of the director of film The New Kids?;USA.;New York
Which film was released earlier, It'S Never Too Late To Mend or The Bride'S Journey?;"""It'S Never Too Late To Mend"" was released earlier.";It'S Never Too Late To Mend
What nationality is Henry De Beaumont, 5Th Earl Of Warwick's father?;French.;England
Who is the spouse of the director of film The Untouched Woman?;Hannes Stöhr;Käthe von Nagy
Which film has the director who was born later, I'Ll Take Sweden or His Majesty, The American?;"""I'll Take Sweden"" - Bob Hope.";I'Ll Take Sweden
Where was the place of death of the director of film The Iron Man (Serial)?;London, England.;Los Angeles County
What is the place of birth of the director of film Crazy Alien?;China.;Taiyuan
Where was the place of death of Sancha Of Castile, Queen Of Navarre's mother?;Toledo.;Palencia
Where does the director of film Shock Treatment (1964 Film) work at?;Janus Films;San Diego State University
Which film has the director who died earlier, Father Makes Good or The Power Of A Lie?;Father Makes Good.;The Power Of A Lie
Which film came out earlier, Rajapart Rangadurai or At Sword'S Edge?;Rajapart Rangadurai;At Sword'S Edge
Where did the director of film Saadia (Film) graduate from?;USC (University of Southern California);Harvard
Which film has the director born later, The Last Company or Anand Ashram?;The Last Company;Anand Ashram
Where does Princess Rym Al-Ali's father work at?;Jordanian National Gallery of Fine Arts;United Nations
Who was born later, Saulo Torón Navarro or Jim Sterling?;Jim Sterling;Jim Sterling
Who is older, Adam Quick or Vicente Costa?;Vicente Costa.;Vicente Costa
Who was born first, Marie-Eugène De L'Enfant-Jésus or Kenneth Johnson (Filmmaker)?;Marie-Eugène De L'Enfant-Jésus;Marie-Eugène De L'Enfant-Jésus
What is the place of birth of Damo (Philosopher)'s father?;Ionian city of Ephesus;Samos
