Prompt;Response;Ground Truth
"Khedebneithirbinet I( “ Neith Kills the Evil Eye ”) was an ancient Egyptian queen from the 26th Dynasty, probably the wife of pharaoh Necho II and the mother of his successor, Psamtik II.

Who was born later, Bradley Tyler Johnson or Bernardo Freitas?";Bradley Tyler Johnson.;Bernardo Freitas
"Bernardo Freitas( born 18 February 1990, Cascais) is a Portuguese sailor. He competed at the 2012 Summer Olympics in the 49er class finishing in 8th. In 2017- 18, he was a crewmember on the boat Turn the Tide on Plastic in the Volvo Ocean Race.

Do both films A Trial In Prague and Three Strangers have the directors that share the same nationality?";Yes.;yes
"A Trial in Prague is an 83 min colour documentary film directed by Zuzana Justman about a 1952 show trial in Communist Czechoslovakia.

Are Bilthoven and Herveld both located in the same country?";Yes.;yes
"Herveld is a village in the Dutch province of Gelderland. It is located in the municipality of Overbetuwe. Herveld was a separate municipality until 1818, when the area was divided between Loenen en Wolferen and Valburg. The village exists of two semi-separate communities of Herveld- Noord and Herveld- Zuid., connected by the Stenenkamerstraat. The mostly Catholic Herveld- North is located directly east of the village Andelst while the more Protestant Herveld- South is a mile further south. Most amenities such as supermarkets, are located in Herveld- North. In the center of Herveld- South is a Gothic hall church, dating from the 15th century. Just outside the village is De Vink, a mill from the 18th century. Herveld is just off the A50 motorway( junction/ knooppunt Valburg), and to come into the village, one must follow the A15. Herveld has a rich history of fruit cultivation. [ citation needed]

Which country the composer of song Seconds (Song) is from?";Germany;Irish
"Moments is a song by German-Colombian producer Freddy Verano featuring Sam Smith, released as a single on 8 May 2015. It was included on Smith's 2015 album, The Lost Tapes – Remixed, which features their early recordings. The original version of the song, titled Momentarily Mine, was recorded by Smith in 2008.

Where was the place of death of Princess Louise Auguste Of Denmark's mother?";Celle Palace;Celle
"Princess Louise Auguste of Denmark and Norway( 7 July 1771 – 13 January 1843) was the daughter of the Queen of Denmark, Caroline Matilda of Great Britain. Though officially regarded as the daughter of King Christian VII, it is widely accepted that her biological father was Johann Friedrich Struensee, the king ’s royal physician and de facto regent of the country at the time of her birth. She was referred to sometimes as la petite Struensee; this did not, however, have any effect on her position.

Who is the spouse of the director of film På Solsiden?";Disa Östrand;Otto Carlmar
"Susanna Ragnarsdotter Ramel( née Östberg; previously Gillgren)( born 1 April 1920) is a Swedish actress. She has appeared in several films like Skanör- Falsterbo( 1939) and Livet på en pinne( 1942). Ramel is the daughter of Ragnar Östberg and Carin Thiel. Her daughter Lotta Ramel with Povel Ramel is also an actress. In the 2018 film, Lotta Ramel plays the role of her mother.

Which film has the director died later, Marriage In Name Only or Mille Chilometri Al Minuto!?";Director of Mille Chilometri Al Minuto! died later.;Marriage In Name Only
"Marriage in Name Only is a 1930 German drama film directed by Heinz Paul and starring Evelyn Holt, Erika Dannhoff and Wolfgang Zilzer. The film's sets were designed by Robert A. Dietrich.

Who is the paternal grandfather of Yi Hong?";Yi Hong's paternal grandfather is Yi Xian.;Prince Yi Kang
"Yi Hong (born 1974 in Seoul) is a descendant of the Joseon Dynasty rulers, who works as a model and entertainer. She is the eldest daughter of His Highness Prince Yi Seok of Korea by his second wife, Donkgo Jeonghui, and a great-granddaughter of Emperor Gojong of the Korean Empire. She is commonly referred to as the last Imperial princess by the public in South Korea.

Who is the paternal grandfather of Sir Thomas Lawley, 3Rd Baronet?";Sir Robert Lawley.;Sir Thomas Lawley, 1st Baronet
"Sir Thomas Lawley, 3rd Baronet (ca. 1650–1729) was an English politician who sat in the House of Commons from 1684 to 1689. Lawley was the son of Sir Francis Lawley, 2nd Baronet and his wife Anne Whitmore, daughter of Sir Thomas Whitmore, 1st Baronet of Apley. In 1685, Lawley was elected Member of Parliament for Wenlock and held the seat until 1689. He succeeded to the baronetcy on the death of his father in 1696. Lawley married firstly Rebecca Winch, daughter of Sir Humphrey Winch, 1st Baronet of Everton Bedfordshire and his wife Rebecca Browne and had fourteen children, eleven of whom died young. He married secondly Elizabeth Perkins, a widow and had a son and daughter. He was succeeded in the baronetcy by his only surviving son by his first wife, Robert.

Who is the paternal grandfather of George Lyon, 5Th Lord Glamis?";Sir Thomas Lawley, 2nd Baronet.;John Lyon, 3rd Lord Glamis
"George Lyon, 5th Lord Glamis (died 1505) was a Scottish nobleman. He was the eldest son of John Lyon, 4th Lord Glamis, who he succeeded in 1500. He died young in February 1505 and was succeeded by his brother John Lyon, 6th Lord Glamis.

Where did the director of film Até Que A Sorte Nos Separe 2 study?";University of California.;University of California
" Até que a Sorte nos Separe( English: Till Luck Do Us Part) is a 2012 Brazilian comedy film directed by Roberto Santucci and starring Leandro Hassum and Danielle Winits. The film is inspired by the best selling book Casais Inteligentes Enriquecem Juntos by Gustavo Cerbasi. Its sequel, Até que a Sorte nos Separe 2, was released in Brazilian theaters on 27 December 2013. The film received generally negative reviews, with critics pointing out the acting, the lack of originality and forced humor.

Which film was released more recently, How To Make Love To A Negro Without Getting Tired or Frisco Kid?";How To Make Love To A Negro Without Getting Tired;How To Make Love To A Negro Without Getting Tired
"How to Make Love to a Negro Without Getting Tired is a 1989 French- language Canadian drama film directed by, starring Isaach de Bankolé and Maka Kotto, and written by Haitian author Dany Laferrière based on his novel of the same name. The film was released in the US on 8th June, 1990.  The New York Times, the Toronto Star, the Toronto Sun and The Boston Globe all refused to publish advertisements for the film, while The Washington Post did. The film was controversial upon its initial release because of its title and was boycotted by the NAACP.

Who is the paternal grandmother of Jeanne Of Bar, Countess Of Marle And Soissons?";Yolande of Dampierre.;Marie I de Coucy, Countess of Soissons
"Jeanne de Bar, suo jure Countess of Marle and Soissons, Dame d'Oisy, Viscountess of Meaux, and Countess of Saint-Pol, of Brienne, de Ligny, and Conversano (1415 – 14 May 1462) was a noble French heiress and Sovereign Countess. She was the only child of Robert of Bar, Count of Marle and Soissons, Sire d'Oisy, who was killed at the Battle of Agincourt when she was a baby, leaving her the sole heiress to his titles and estates. In 1430, at the age of fifteen, Jeanne was one of the three women placed in charge of Joan of Arc when the latter was a prisoner in the castle of John II of Luxembourg, Count of Ligny, Jeanne's stepfather. She was the first wife of Louis of Luxembourg, Count of Saint-Pol, of Brienne, de Ligny, and Conversano, Constable of France. From their marriage descended Mary, Queen of Scots, King Henry IV of France and the subsequent Bourbon kings of France.

Which film has the director who died later, September Affair or A Gathering Of Eagles?";A Gathering of Eagles.;A Gathering Of Eagles
"A Gathering of Eagles is a 1963 Eastmancolor film about the U.S. Air Force during the Cold War and the pressures of command. The plot is patterned after the World War II film Twelve O'Clock High, which producer- screenwriter Sy Bartlett also wrote, with elements also mirroring Above and Beyond and Toward the Unknown, films written by his collaborator, Beirne Lay Jr. The film was directed by Delbert Mann. Rock Hudson plays a United States Air Force officer, Colonel Jim Caldwell, a Strategic Air Command( SAC) B- 52 wing commander. He must shape up his wing and men to pass a grueling operational readiness inspection( ORI) that the previous commander had failed and for which he had been relieved of his command. Caldwell is also recently married to an English wife, Victoria, and as a tough commanding officer doing whatever he has to do to shape up his command, his wife sees a side to him that she had not seen before. The film also stars Rod Taylor, Mary Peach, Barry Sullivan, Kevin McCarthy, Henry Silva, Robert Lansing, Leif Erickson, and Richard Anderson.

Which film was released more recently, Bidasari or Tangled Trails?";Bidasari.;Bidasari
"Gringo Trails is a 2013 feature-length documentary film directed by anthropologist Pegi Vail of New York University. The film follows the positive and negative impacts of travel and tourism on numerous communities across the globe, including Thailand, Bolivia, Mali (Timbuktu) and Bhutan, documenting how communities thrive, adapt, or deteriorate in the face of mass tourism, one of the most powerful globalizing forces of our time.

Which film has the director who is older, King Of The Zombies or Mon Oncle Benjamin?";King Of The Zombies.;King Of The Zombies
"King of the Zombies is a 1941 American zombie comedy film directed by Jean Yarbrough and stars Dick Purcell, Joan Woodbury, and Mantan Moreland. The film was produced by Monogram Pictures, and was typical of its B films churned out by the Pine-Thomas team. Along with flying scenes, the use of zany characters and slapstick efforts were juxtaposed with a spy and zombie story.

Where does Kitty Dukakis's husband work at?";Michael Dukakis -iconic politician from Massachusetts -husband of Kitty.;UCLA
"Katharine Dickson Dukakis (born December 26, 1936), known as Kitty Dukakis, is an American author. She is the wife of former Massachusetts governor and U.S. presidential candidate Michael Dukakis.

Which film came out first, Poznań '56 or The Last Day Of School Before Christmas?";Poznań '56.;The Last Day Of School Before Christmas
"The Last Day of School Before Christmas is a 1975 drama film written and directed by Gian Vittorio Baldi. It was screened at the 1975 Cannes Film Festival in the Directors' Fortnight section.

Which film has the director died later, Saturday Night Out or An Italian Romance?";"The director, Gian Vittorio Baldi, died later in the year following the release of ""Saturday Night Out.""";An Italian Romance
"Saturday Night Out is a 1964 British comedy drama film directed by Robert Hartford-Davis and starring Heather Sears, John Bonney, Bernard Lee, Erika Remberg, Francesca Annis, Margaret Nolan and David Lodge. The screenplay concerns a trio of merchant seamen on a night out in London.

Which film has the director born earlier, To Walk With Lions or The Grizzlies?";To Walk With Lions;To Walk With Lions
"The Rounders is a 1965 American western film directed by Burt Kennedy and starring Glenn Ford and Henry Fonda. It is based on the 1960 novel of the same name by Max Evans.

What nationality is Isabella Of England's mother?";Spanish.;France
"Isabella of England (16 June 1332 –) was the eldest daughter of King Edward III of England and Philippa of Hainault, and the wife of Enguerrand de Coucy, Earl of Bedford, by whom she had two daughters. She was made a Lady of the Garter in 1376.

Which film has the director who is older, Villa!! or Sons Of Ingmar?";Villa!!;Sons Of Ingmar
"I, His Father( Italian: Io, suo padre) is a 1939 Italian sports comedy film directed by Mario Bonnard and starring Erminio Spalla, Mariella Lotti and Clara Calamai. It was shot at the Scalera Studios in Rome. The film's sets were designed by the art director Ottavio Scotti.

Who lived longer, Huchtenburg or Benjamin Nottingham Webster?";Benjamin Nottingham Webster.;Huchtenburg
"Benjamin Nottingham Webster( 3 September 17973 July 1882) was an English actor-manager and dramatist.

Where was the mother of Louise Sophie Of Hanau-Lichtenberg born?";England.;Strasbourg
"Countess Louise Sophie of Hanau-Lichtenberg (11 April 1662 in Bischofsheim am Hohen Steg – 9 April 1751 in Ottweiler) was a daughter of Johann Reinhard II, Count of Hanau-Lichtenberg (1628-1666) and Countess Palatine Anna Magdalena of Birkenfeld-Bischweiler (1640-1693).

Who was born later, Anna Margarete Stegmann or Mouloud Feraoun?";Mouloud Feraoun;Mouloud Feraoun
"Aurora Wilhelmina Brahe née Koskull (22 November 1778 – 19 February 1852) was a Swedish lady-in-waiting and politically active salonist.

Who is the paternal grandmother of Prince Robert, Duke Of Chartres?";Aurora Brahe.;Maria Amalia of Naples and Sicily
"Louise Henriette de Bourbon( 20 June 1726 – 9 February 1759), Mademoiselle de Conti at birth, was a French princess, who, by marriage, became Duchess of Chartres( 1743 – 1752), then Duchess of Orléans( 1752 – 1759) upon the death of her father- in- law. On 4 February 1752, her husband became the head of the House of Orléans, and the First Prince of the Blood( Premier prince du sang), the most important personage after the immediate members of the royal family. The new Duke of Orléans and his wife were then addressed as Monsieur le Prince and Madame la Princesse. Louise Henriette de Bourbon, Duchess of Orléans, was a grandmother of the French monarch Louis- Philippe King of the French, the Citizen King. Her descendants include the present- day pretenders to the throne of France and Italy and the kings of Spain and Belgium.

Who was born later, Ramón Corona or Ernest William Goodpasture?";Ernest William Goodpasture.;Ernest William Goodpasture
"Jorge Luis Calderón Pérez( born February 10, 1994 in León, Guanajuato), known as Jorge Calderón, is a Mexican professional association football( soccer) player who plays for Club León Premier.

Where was the place of death of the director of film Quatre-Vingt-Treize (Film)?";Paris;Paris
"Quatre-vingt-treize is a French silent film based on a novel Ninety-Three by Victor Hugo and directed by André Antoine, Albert Capellani and Léonard Antoine from year 1920.

Are Flora Lake and Rostoul Lake located in the same country?";Yes.;no
"Rostoul Lake is a lake in the Unorganized Part of Kenora District in Northwestern Ontario, Canada. It is in the Hudson Bay drainage basin, and is within Woodland Caribou Provincial Park. The primary inflows are the Rostoul River, arriving at the southeast from Hansen Lake, and Haven Creek, arriving at the southwest from the direction of Haven Lake. The primary outflow, leaving at the northwest and leading towards Hammerhead Lake, is the Rostoul River, which flows via the Gammon River, the Bloodvein River, Lake Winnipeg, and the Nelson River to Hudson Bay.

Who is Princess Florestine Of Monaco's paternal grandmother?";Princess Charlotte, Duchess of Valentinois;Louise d'Aumont
"Princess Florestine Gabrielle Antoinette of Monaco (Full French name: Florestine Gabrielle Antoinette, Princesse de Monaco) (22 October 1833 in Fontenay-aux-Roses, Kingdom of the French – 4 April 1897 in Stuttgart, Kingdom of Württemberg) was the youngest child and only daughter of Florestan I, Prince of Monaco, and his wife Maria Caroline Gibert de Lametz. Florestine was a member of the House of Grimaldi and a Princess of Monaco by birth and a member of the House of Württemberg and Duchess consort of Urach and Countess of Württemberg through her marriage to Wilhelm, 1st Duke of Urach.

Which film was released more recently, Torrente 2: Misión En Marbella or The Heart Of New York (Film)?";The Heart Of New York.;Torrente 2: Misión En Marbella
"Misión extravagante a.k.a. Misión en Buenos Aires is a 1954 Argentine film released on December 2, 1954.

Which film has the director born earlier, Main Tera Hero or Betrayed Women?";Main Tera Hero.;Betrayed Women
"Main Tera Hero  is a 2014 Indian Hindi-language romantic action comedy film, directed by David Dhawan and produced by Shobha Kapoor and Ekta Kapoor for Balaji Motion Pictures. The film stars Nargis Fakhri, Varun Dhawan and Ileana D'Cruz in the lead roles. Principal photography for the movie began on 30 May 2013, filming started on 5 July 2013 and was completed by 15 October. The film released on 4 April 2014 to mixed reviews from critics, though it became a box office success. It is a remake of the 2011 Telugu film Kandireega.

Which album was released first, The Oak Ridge Boys Have Arrived or Beans And Fatback?";The Oak Ridge Boys Have Arrived;Beans And Fatback
"American Dreams is a studio album by American country music group The Oak Ridge Boys. It was released in 1989 via MCA Records. The album peaked at number 24 on the Billboard Top Country Albums chart. It includes the singles An American Family and No Matter How High, the latter of which was the group's last number one hit on Hot Country Songs. Turning for Home later served as the title track to Mike Reid's 1991 debut album Turning for Home. The album cover shows The Oak Ridge Boys standing in the seats along the left field line of Nashville, Tennessee's, Herschel Greer Stadium. Richard Sterban was a minority shareholder of the Nashville Sounds, who played their home games at Greer.

Which film whose director is younger, Slums Of Berlin or Phantom India?";Slums Of Berlin;Phantom India
"Slums of Berlin (German: Die Verrufenen) is a 1925 German silent drama film directed by Gerhard Lamprecht and starring Aud Egede-Nissen, Bernhard Goetzke and Mady Christians.

Which film whose director was born first, Weird Woman or Secret Strings?";Weird Woman.;Secret Strings
"Secret Strings is a lost 1918 American silent crime drama film produced and distributed by Metro Pictures. Olive Tell, a stage actress, starred in the story based on a play by Kate Jordan. John Ince directed.

Who is the mother of the director of film Atomised (Film)?";Kate Jordan.;Gisela Elsner
"Atomised( also known as The Elementary Particles) is a 2006 German film based on the novel Les Particules élémentaires by Michel Houellebecq. The film was written and directed by Oskar Roehler and produced by Oliver Berben and Bernd Eichinger. It stars Moritz Bleibtreu as Bruno, Christian Ulmen as Michael, Martina Gedeck as Christiane, Franka Potente as Annabelle, and Nina Hoss as Jane. The film had its premiere at the Berlin Film Festival in Germany in February 2006. In contrast to the book setting in Paris, the film was shot entirely and is mainly situated in various places in Germany. Cities and states in Germany used for filming included Thuringia and Berlin. Contrary to the book, the film does not have cultural pessimism as a main theme, and it has an alternative ending.

When did Guglielma Pallavicini's mother die?";Before GG was born.;1323
"Fioretta Gorini was the mistress of Giuliano de' Medici and the mother of Giulio de' Medici, the future Pope Clement VII. Gorini was the daughter of professor Antonio Gorini. Her actual name was Antonia or Antonietta, while Fioretta was a nickname given to her. On May 26, 1478, after the assassination of Giuliano in the Pazzi conspiracy, Fioretta gave birth to his illegitimate son Giulio. The female figure of Fioretta is represented in Ritratto di giovane donna( 1475), of Sandro Botticelli, which is preserved in Palazzo Pitti, although it will represent Simonetta Vespucci, Clarice Orsini, Alfonsina Orsini or Lucrezia Tornabuoni. The woman sculpted on Dama col mazzolino( 1475), of Andrea del Verrocchio, which is preserved in Museo Nazionale del Bargello, could be Fioretta Gorini.

Which film has the director died earlier, Black Belly Of The Tarantula or Devil On Deck?";Black Belly of the Tarantula;Devil On Deck
"The Black Belly of the Tarantula is a 1971 Italian giallo film directed by Paolo Cavara. It is one of many Italian giallo films to be inspired by Dario Argento's successful debut thriller The Bird with the Crystal Plumage. The film was shot on location in Rome, Italy, in 1970. It starred Giancarlo Giannini, Barbara Bouchet, and Barbara Bach. Ennio Morricone did the music score for the film. Though fairly obscure for many years the film has recently made a comeback thanks to the rising fan base for the giallo genre. The film has gained much praise from the horror community, one writer at Horrorview.com cited it as the best giallo ever made. Blue Underground Entertainment released the film on DVD in 2006.

What is the date of birth of Mohammed Bin Nawwaf Bin Abdulaziz's father?";June 21, 1934.;16 August 1932
"Nawwaf bin Abdulaziz (16 August 1932 – 29 September 2015) (Arabic:     ) was a senior member of the House of Saud and was a close ally of the deceased King Abdullah.

What is the place of birth of the director of film Encino Man?";Hollywood.;Albuquerque, New Mexico
"Encino Man (known as California Man in Europe and New Zealand) is a 1992 American comedy film directed by Les Mayfield and starring Brendan Fraser, Sean Astin and Pauly Shore. The plot revolves around two geeky teenagers from Encino, Los Angeles, California, played by Astin and Shore, who discover a caveman in Morgan's backyard frozen in a block of ice. The caveman, played by Fraser, has to learn to live in the 20th century. Along the way, he teaches them about life.

Which film has the director born later, Song Of The Open Road or Campaign Of Hate: Russia And Gay Propaganda?";Campaign Of Hate: Russia And Gay Propaganda;Campaign Of Hate: Russia And Gay Propaganda
"Open Road is a 2012 American-Brazilian thriller drama film directed by Marcio Garcia. The film follows the story of Angie, a young Brazilian artist who travels to the United States in a journey of self-discovery. Arriving in the United States, she rents a car and starts running through the streets, and meets Chuck, a street dweller.

Which film has the director who died later, The Olsen Gang In Jutland or Pathala Bhairavi?";Pathala Bhairavi;The Olsen Gang In Jutland
"The Olsen Gang in Jutland  is a 1971 Danish comedy film directed by Erik Balling and starring Ove Sprogøe. The film was the third installment in the Olsen Gang-series.

Who is Marcus Aemilius Lepidus (Executed 39)'s father-in-law?";Marcus Junius Brutus (95-42 BC);Germanicus
"Marcus Aemilius Lepidus the Younger or Marcus Aemilius Lepidus Minor (died 30 BC), was the only child of triumvir Marcus Aemilius Lepidus and his wife Junia Secunda, a half-sister to Brutus the Younger, one of Julius Caesar's assassins.

Which film came out earlier, The Champion Of Pontresina or The Bulleteers?";The Champion Of Pontresina.;The Champion Of Pontresina
"The Champion of Pontresina is a 1934 German- Swiss comedy film directed by Herbert Selpin and starring Sepp Rist, Rudolf Klicks and Eric Helgar.

Where was the place of burial of Kunigunde Of Poland's father?";Location unknown.;Wawel Cathedral
"Kunigunde of Poland( c. 1298 – 9 April 1331) was a daughter of Wadysaw I the Elbow- high and his wife Jadwiga of Greater Poland. Her siblings included, Casimir III of Poland and Elisabeth, Queen of Hungary. She was a member of the House of Piast.

Who is Charles Xiii Of Sweden's paternal grandfather?";Charles XIII of Sweden's paternal grandfather was Adolf Frederick, King of Sweden.;Christian August of Holstein-Gottorp, Prince of Eutin
"Charles XI, also Carl  (24 November 1655 – 5 April 1697 OS) was King of Sweden from 1660 until his death, in a period of Swedish history known as the Swedish Empire (1611–1718). He was the only son of King Charles X Gustav of Sweden and Hedwig Eleonora of Holstein-Gottorp. His father died when he was four years old, so Charles was educated by his governors until his coronation at the age of seventeen. Soon afterward, he was forced out on military expeditions to secure the recently acquired dominions from Danish troops in the Scanian War. Having successfully fought off the Danes, he returned to Stockholm and engaged in correcting the country's neglected political, financial, and economic situation. He managed to sustain peace during the remaining 20 years of his reign. Changes in finance, commerce, national maritime and land armaments, judicial procedure, church government, and education emerged during this period. Charles XI was succeeded by his only son Charles XII, who made use of the well-trained army in battles throughout Europe. The fact that Charles was crowned as Charles XI does not mean that he was the 11th king of Sweden who had the name Charles. His father's name (as the 10th) was due to his great-grandfather, King Charles IX of Sweden (1604–1611), having adopted his own numeral by using a mythological History of Sweden. This ancestor was actually the 5th King Charles. The numbering tradition thus begun still continues, with the present king of Sweden being Carl XVI Gustaf.

Which country the performer of song I Might Have Been Queen is from?";USA.;Swiss
"I Might Have Been Queen is a song written for Tina Turner as the first track on her highly successful Private Dancer album, and later included as a re-mixed version, with an additional lyric added to the bridge, on her What's Love Got to Do With It soundtrack album. The song was written by Jeanette Obstoj, Rupert Hine, and Jamie West-Oram for the Private Dancer album. The lyrics are meant to be autobiographical, telling Turner's story. Following a discussion with Rupert Hine, co-writer Jeannette Obstoj spoke with Turner about her life, starting with the cotton fields in Nutbush, Tennessee. They also discussed Turner's interest in Egypt and her belief in previous lives, including her apparent belief that in a prior life she was Hatshepsut, a Pharaoh who took the throne from her brother. I Might Have Been Queen was performed on the 1984 Private Dancer Tour and during the performance at Radio City Music Hall in New York City (July 17, 1993.)

Who is the maternal grandfather of Conan Ii, Duke Of Brittany?";Geoffrey I, Duke of Brittany.;Odo II, Count of Blois
"Conan II of Rennes (c. 1033 – 11 December 1066) was Duke of Brittany, from 1040 to his death. Conan was the eldest child and heir of Alan III, Duke of Brittany by his wife Bertha of Blois, and member of the House of Rennes. He was the elder brother of Hawise, who succeeded him as suo jure duchess.

Where was the wife of Pierre-Marie Gault De Saint-Germain born?";Blois.;Warsaw
"Pierre-Marie Gault de Saint-Germain (9 February 1754 – 11 November 1842) was a painter and art historian, inspired by the French enlightenment. He was born in Paris and studied under Louis Jean-Jacques Durameau. He left a very large number of historical and landscape pictures, miniatures and portraits. Among his portraits are those of Voltaire, Mademoiselle Clairon, Crébillon, and Stanislaus, King of Poland. He wrote accounts of the lives and works of Leonardo da Vinci and Nicolas Poussin; a Guide des Amateurs de Tableaux pour les Ecoles allemande, flamande et hollandaise, 1818; and other works relative to painting, in which he displayed much knowledge and judgment. He was married to the Polish artist, Anna Rajecka. It is not known if they had any children. The Rue Gault de Saint-Germain in Clermont-Ferrand is named after him.

Who is Henri Ii, Duke Of Nemours's paternal grandfather?";Pierre-Marie Gault de Saint-Germain.;Jacques
"Henri of Savoy (7 November 1625, Paris – 4 January 1659, Paris) was the seventh Duc de Nemours (1652–59), and was also Count of Geneva. Henri, as the third son of Henri de Savoie, 4th Duc de Nemours, was not expected to succeed to the dukedom and entered the priesthood. By 1651, he had become Archbishop of Reims. When his brothers Louis and Charles both predeceased him without leaving sons, he was relieved of his vows and became Duc de Nemours in 1652. He married Marie d'Orleans (daughter of Henri d'Orléans, Duke of Longueville and Louise de Bourbon) in 1657, but died two years later without children. On his death, the title of Duke of Nemours reverted to the Crown. He was succeeded as Count of Geneva by his niece, Marie Jeanne Baptiste de Savoie, Duchess of Savoy.

Which film whose director was born first, Gangster'S Boy or Torno A Vivere Da Solo?";"""Torno A Vivere Da Solo.""";Gangster'S Boy
"The Little Gangster (Dutch: De Boskampi's) is a 2015 Dutch film directed by Arne Toonen and Arent Jack. The film is based on the book De Boskampi's, een legendarische maffiafamilie by Marjon Hoffman.

Which film was released more recently, Il Marchio Di Kriminal or Nandhi?";Nandhi;Nandhi
"Romanzo criminale( Criminal Novel) is an Italian- language film released in 2005, directed by Michele Placido, a criminal drama, it was highly acclaimed and won 15 awards. It is based on Giancarlo De Cataldo's 2002 novel, which is in turn inspired by the Banda della Magliana true story. The Magliana gang was one of the most powerful Italian criminal associations, dominating Rome's drug, gambling and other kinds of crime activities from the early 1970s to 1992( death of Enrico De Pedis). The gang's affiliates start their career kidnapping rich people, drug dealing( hashish, cocaine, heroin, etc.) from the 1970s they started working with the Italian secret service, fascists, terrorists, the Sicilian Mafia, Camorra and many more. Some gang members are still alive, as inmates of an Italian prison, or justice collaborators. The film is something of a showcase for a number of Italy's leading young film and television actors, notably Favino, who won a Donatello award for his performance as Lebanese. In 2008 a spin- off TV series commenced broadcasting( Romanzo criminale – La serie).

Where did Sultan Walad's father die?";Konya;Konya
"Sheikh Mustafa was born in 1836 (Hijri 1252) in Beruwala, Sri Lanka. His father Baawa Aadam was a descendant from Sultan Jamaluddeen bin Alawuddeen dunnurainul Usmani, who was a descendant of Caliph Uthman ibn Affan, the third Caliph of Islam. Sultan Jamaluddeen bin Halauddeen ruled Konya, a city in the Central Anatolian region of Turkey. Sultan Jamaluddeen and his eleven companions migrated to Sri Lanka. King Wasanthahimiya then ruled Beruwala. King Wasanthhimiya honoured Sultan Jamaluddeen and granted posts to him and his friends according to their status.

Where was the director of film Mister Scarface born?";Bern, Switzerland.;San Ferdinando di Puglia
"Mister Scarface (originally l Padroni della città, also known as Rulers of the City) is a 1976 Italian poliziottesco film directed by Fernando Di Leo and starring Jack Palance.

Where was the place of death of Salin Mibaya's husband?";Rio de Janeiro;Pyay
"The burial place of Fatimah is a disputed issue among different sects of Muslims. Fatimah was a daughter of the Islamic prophet Muhammad and Khadijah( therefore, a member of Muhammad's Bayt(' Household')), wife of ‘ Ali ibn Abi Taleb, and mother of Al- Hasan and Al- Husain. Ali buried his wife in an unknown location, according to Fatimah's decision with the aim of expressing her anger towards the caliph of the time. Different locations have been mentioned as the possible burial place of Fatimah. Some of them are said Al- Baqi', her house and between Muhammad's tomb and his minbar.

Are Paris Sewer Museum and Musée National Des Douanes located in the same country?";Yes.;yes
"The Paris Sewer Museum, is a currently closed history museum located in the sewers at the esplanade Habib- Bourguiba, near the pont de l' Alma, in the 7th arrondissement of Paris, France.

Which film has the director died first, Let'S Live Again or Kummatty?";Let'S Live Again.;Let'S Live Again
"Let's Live Again is a 1948 American comedy film directed by Herbert I. Leeds and written by Rodney Carlisle and Robert Smiley. The film stars John Emery, Hillary Brooke, Taylor Holmes, Diana Douglas, James Millican and Charles D. Brown. The film was released on February 27, 1948, by 20th Century Fox.

Which film has the director who was born earlier, Thalapathi or Pour La Peau D'Un Flic?";Thalapathi.;Pour La Peau D'Un Flic
"Kung Fu Master( stylised as Kung- fu Master!, also known as Le petit amour in France) is a 1988 French drama film directed by Agnès Varda. It was selected to compete for the Golden Bear at the 38th Berlin International Film Festival.

Who is Tekle Haymanot Ii's paternal grandfather?";Emperor Silt'e Wolde Tekle.;Iyasu I
"Tekle Haymanot I( Plant of religion, throne name Le`al Sagad, to whom the exalted bows),( 28 March 1684 – 30 June 1708) was ngusä nägäst( 27 March 1706- 30 June 1708) of Ethiopia, and a member of the Solomonic dynasty. He was the son of Iyasu I and Empress Malakotawit. He is often referred to as Irgum Tekle Haymanot or Tekle Haymanot the Cursed Tekle Haymanot became Emperor following Iyasus' retirement to an island in Lake Tana. With the support of his mother Empress Malakotawit, some of the officials argued, after the precedent of king Kaleb, that Iyasu had abdicated, and crowned Tekle Haymanot ngusä nägäst in Gondar. This act was not embraced by the entire state, and the resulting civil strife led to Iyasu's murder at the order of his son Tekle Haymanot. In September, 1707, a rebel in Gojjam declared himself ngusä nägäst under the name Amda Seyon, and made his way to the capital city, where he had himself crowned. Tekle Haymanot quickly returned to Gondar, despite the difficulty of travel during the rainy season, forced the usurper to flee, and celebrated his triumph. Amda Seyon was later killed in battle in Maitsa. However his unpopularity for having ordered the murder of his widely revered father was profound and he never overcame it. The involvement of his mother Melekotawit, and the acceptance of his position by other members of the dynasty did irreparable harm to the image of the monarchy. His own courtiers plotted against him, and discussions abounded about whether it was worthy to keep such a corrupt dynasty in power. While travelling in the provinces, Tekle Haymanot was stabbed to death by some of his late father's courtiers. Some historians date the beginning of the Ethiopian Zemene Mesafint or Era of the Princes( a time of disorder when the power of the monarchy was eclipsed by the power of local warlords) the murder of Iyasu the Great by his son Tekle Haymanot, and the resultant decline in the prestige of the dynasty.

Where was the place of burial of the director of film Broadway Bad?";Dublin, Ireland;Westwood Village Memorial Park Cemetery
"Broadway Bad is a 1933 American Pre-Code drama film directed by Sidney Lanfield and written by Maude Fulton. The film stars Joan Blondell, Ricardo Cortez, Ginger Rogers, Adrienne Ames, and Francis McDonald. The film was released on February 24, 1933, by Fox Film Corporation.

What is the date of death of Matilda Of Boulogne, Duchess Of Brabant's mother?";March 25, 1151;25 July 1182
